Day,Treatment,Tube,Diameter..ABD._Mean,Diameter..ABD._Median,Diameter..ABD._SD,Diameter..ABD._Range,Area..ABD._Mean,Area..ABD._Median,Area..ABD._SD,Area..ABD._Range,Biovolume..P..Spheroid._Mean,Biovolume..P..Spheroid._Median,Biovolume..P..Spheroid._SD,Biovolume..P..Spheroid._Range,Volume..ABD._Mean,Volume..ABD._Median,Volume..ABD._SD,Volume..ABD._Range
D1,Control,1,3.909583728122584,3.7556,0.9801832445283609,22.3911,12.759255949954312,11.0776,8.024021295564278,462.4146,63.74281118999086,46.967,88.28178276017492,6957.7484,38.09653302670978,27.73513,75.50885144630804,7548.979637
D1,Control + Tween,1,3.87922925928964,3.7556,0.9792781680910962,16.8261,12.572166778771225,11.0776,7.520193450544338,275.0514,62.121721778361085,47.094,72.1857047830867,2944.47,37.193387827413666,27.73513,52.02725511592102,3485.9390470000003
D1,High,1,4.720075964869481,4.5608,1.5929483568461402,30.197699999999998,19.490854852403025,16.337,21.878346773596245,821.9390999999999,106.40974151744328,64.0475,408.4961536422442,18455.9232,82.12559538170285,49.67327,313.5731816492522,17847.091662
D1,Low,1,4.239115160987809,4.0792,1.2782810155287996,30.462999999999997,15.396987571115973,13.0692,16.137828927283028,828.1355,82.89648788371366,54.8196,336.25868534949115,22755.462499999998,55.39076604970303,35.54179,246.42824423067518,18032.591769
D1,Medium,1,4.45042248876374,4.3019,1.3666959138123156,29.814899999999998,17.022778735040884,14.5352,17.095196483449683,800.7998,87.3132853305897,56.0177,332.71265624245734,23079.064,64.26398473650295,41.68635,242.06089527643306,17162.14915
